iteration = 14 , objective = -0.999999995289, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 15 , objective = -0.999999997024, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 16 , objective = -0.999999997843, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 17 , objective = -1.0, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 18 , objective = -1.0, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 19 , objective = -1.0, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 20 , objective = -1.0, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 21 , objective = -1.0, inputs = [1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 22 , objective = -1.0, inputs = [1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 23 , objective = -1.00000000413, inputs = [1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 24 , objective = -1.0, inputs = [1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 25 , objective = -1.00000000093, inputs = [1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 26 , objective = -1.00000000471, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 27 , objective = -1.00000000298, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 28 , objective = -1.00000000216, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 29 , objective = -0.999999998103, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 30 , objective = -1.00000001229, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 31 , objective = -1.00000000037, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 32 , objective = -0.999999999069, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 33 , objective = -0.999999995289, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 34 , objective = -0.999999997024, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 35 , objective = -0.999999997843, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 36 , objective = -1.0, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 37 , objective = -1.0, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 38 , objective = -1.0, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 39 , objective = -1.0, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 40 , objective = -1.0, inputs = [1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 41 , objective = -1.0, inputs = [1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 42 , objective = -1.00000000413, inputs = [1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 43 , objective = -1.0, inputs = [1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 44 , objective = -1.00000000093, inputs = [1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 45 , objective = -1.00000000471, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 46 , objective = -1.00000000298, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 47 , objective = -1.00000000216, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 48 , objective = -0.999999998103, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 49 , objective = -1.00000001229, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 50 , objective = -1.00000000037, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 51 , objective = -0.999999999069, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 52 , objective = -0.999999995289, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 53 , objective = -0.999999997024, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 54 , objective = -0.999999997843, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 55 , objective = -1.0, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 56 , objective = -1.0, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 57 , objective = -1.0, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000149011612], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 58 , objective = -2.76176823781, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 59 , objective = -2.76176823781, inputs = [1.0000000149032158, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 60 , objective = -2.76176823781, inputs = [1.0000000000020546, 1.0000000149011612, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 61 , objective = -2.76176824194, inputs = [1.0000000000020546, 1.0, 1.2773115038871765, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 62 , objective = -2.76176823781, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0000000149011612, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 63 , objective = -2.76176823867, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.062462106347084, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 64 , objective = -2.76176825432, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.315789488585371, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 65 , objective = -2.76176824638, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.199710726737976, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 66 , objective = -2.76176824039, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.1447760164737701, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 67 , objective = -2.76176823342, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759627461433, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 68 , objective = -2.76176825944, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500857830048, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 69 , objective = -2.76176823802, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624997377396, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 70 , objective = -2.76176823683, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379234552383, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 71 , objective = -2.76176820605, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838508024811745, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 72 , objective = -2.76176822496, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892956137657, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 73 , objective = -2.76176823435, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552240058779716, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 74 , objective = -2.76176823781, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0000000149011612, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 75 , objective = -2.76176823781, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0000000149011612, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 76 , objective = -2.76176823781, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0000000149011612], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 77 , objective = -2.76176823781, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 78 , objective = -2.76176823781, inputs = [1.0000000149032158, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 79 , objective = -2.76176823781, inputs = [1.0000000000020546, 1.0000000149011612, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 80 , objective = -2.76176824194, inputs = [1.0000000000020546, 1.0, 1.2773115038871765, 1.0, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 81 , objective = -2.76176823781, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0000000149011612, 1.0624620914459229, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 82 , objective = -2.76176823867, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.062462106347084, 1.3157894736842097, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 83 , objective = -2.76176825432, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.315789488585371, 1.1997107118368149, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
iteration = 84 , objective = -2.76176824638, inputs = [1.0000000000020546, 1.0, 1.2773114889860153, 1.0, 1.0624620914459229, 1.3157894736842097, 1.199710726737976, 1.144776001572609, 0.8726759478449821, 1.8250500708818436, 1.0249624848365784, 0.9375379085540771, 0.6838507875800133, 0.8002892807126045, 0.8552239909768105, 1.0, 1.0, 1.0], constraints = [1.0, -1.0, 1.0, 1.0, -1.0]
